species,file_name,is_duplicate,duplicate_of
cincloramphus mathewsi,project_echo_bucket_3__X03938_seg137.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg58.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg101.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg249.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg498.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg275.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03938_seg134.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg302.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg84.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg182.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg46.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg273.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg121.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01602_seg13.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__region_264.000-266.000.mp3,False,
cincloramphus mathewsi,project_echo_bucket_2__X03938_seg84.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg2.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg183.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg115.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg118.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg605.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X03938_seg121.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01600_seg26.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg488.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg323.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg80.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03939_seg28.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01601_seg43.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg66.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg598.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg543.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__region_214.000-216.000.mp3,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg584.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg490.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg516.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01596_seg87.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X01601_seg3.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg261.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01598_seg67.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__region_331.000-333.000.mp3,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg38.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg638.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg328.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg258.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg360.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg7.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg231.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg31.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg98.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X03938_seg49.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X01601_seg54.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg199.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg454.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg79.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg69.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg301.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg453.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg162.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03938_seg5.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg319.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X01601_seg25.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01598_seg74.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg25.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__region_132.200-133.450.mp3,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg529.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01597_seg52.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01601_seg35.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03939_seg113.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg454.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg77.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg621.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg612.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg211.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg106.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg93.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01598_seg34.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg269.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg622.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg113.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg376.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg492.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg188.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg96.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03939_seg175.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg508.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03938_seg73.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03938_seg34.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__region_275.000-277.000.mp3,False,
cincloramphus mathewsi,project_echo_bucket_2__X01602_seg41.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg15.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg657.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg248.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg113.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg401.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03938_seg119.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg104.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg574.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02438_seg55.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg390.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X01600_seg33.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg584.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg63.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03938_seg101.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X01602_seg6.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg115.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg126.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg84.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg367.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg200.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg72.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg113.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X03939_seg43.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg108.wav,False,
cincloramphus mathewsi,project_echo_bucket_3__X02554_seg613.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02546_seg348.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02554_seg235.wav,False,
cincloramphus mathewsi,project_echo_bucket_2__X02447_seg137.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg36.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg14.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg62.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg24.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg13.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg58.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg72.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg15.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg12.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg0.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg11.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg68.wav,False,
meleagris gallopavo,project_echo_birdclef__XC370486_seg2.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg105.wav,False,
meleagris gallopavo,project_echo_birdclef__XC315999.ogg,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg32.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg2.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg176.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg29.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg90.wav,False,
meleagris gallopavo,project_echo_birdclef__XC136045_seg19.wav,False,
meleagris gallopavo,project_echo_birdclef__XC153737_seg8.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg104.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg7.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg10.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg9.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg67.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg58.wav,False,
meleagris gallopavo,project_echo_birdclef__XC153737_seg40.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg67.wav,False,
meleagris gallopavo,project_echo_birdclef__XC153737_seg31.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg7.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg54.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg3.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg32.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg10.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg15.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg52.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg56.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg0.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg173.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg87.wav,False,
meleagris gallopavo,project_echo_birdclef__XC450760.ogg,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg93.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg28.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg18.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg8.wav,False,
meleagris gallopavo,project_echo_birdclef__XC153737_seg19.wav,False,
meleagris gallopavo,project_echo_birdclef__XC136045_seg33.wav,False,
meleagris gallopavo,project_echo_birdclef__XC370486_seg33.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg16.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg2.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg31.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg46.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg81.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg42.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg19.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg41.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg22.wav,False,
meleagris gallopavo,project_echo_birdclef__XC370486_seg7.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg17.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg57.wav,False,
meleagris gallopavo,project_echo_birdclef__XC370486_seg28.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg32.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg12.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg60.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg67.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg23.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg3.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg24.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg65.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg14.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg164.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg38.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg17.wav,False,
meleagris gallopavo,project_echo_birdclef__XC370486_seg10.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg34.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg33.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg52.wav,False,
meleagris gallopavo,project_echo_birdclef__XC539775.ogg,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg40.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg16.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg14.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg110.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg61.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg83.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg48.wav,False,
meleagris gallopavo,project_echo_birdclef__XC370486_seg23.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg84.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg55.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg1.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg51.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg17.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg51.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg76.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg124.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg40.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg6.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg59.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg3.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg42.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg95.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg48.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg78.wav,False,
meleagris gallopavo,project_echo_birdclef__XC153735.ogg,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg65.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg76.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg34.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg49.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg11.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg54.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg15.wav,False,
meleagris gallopavo,project_echo_birdclef__XC247281_seg5.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg37.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg11.wav,False,
meleagris gallopavo,project_echo_birdclef__XC138067_seg18.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg33.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg29.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg35.wav,False,
meleagris gallopavo,project_echo_birdclef__XC136045_seg31.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg79.wav,False,
meleagris gallopavo,project_echo_birdclef__XC598621.ogg,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg22.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg73.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg22.wav,False,
meleagris gallopavo,project_echo_birdclef__XC451611_seg32.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg13.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg135.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg47.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg41.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg50.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg10.wav,False,
meleagris gallopavo,project_echo_birdclef__XC467291.ogg,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg121.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg71.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg29.wav,False,
meleagris gallopavo,project_echo_birdclef__XC134155_seg48.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg53.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg178.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg160.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg19.wav,False,
meleagris gallopavo,project_echo_birdclef__XC153737_seg1.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg136.wav,False,
meleagris gallopavo,project_echo_birdclef__XC104532_seg23.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg86.wav,False,
meleagris gallopavo,project_echo_birdclef__XC334314_seg3.wav,False,
meleagris gallopavo,project_echo_birdclef__XC575588_seg33.wav,False,
meleagris gallopavo,project_echo_birdclef__XC153737_seg41.wav,False,
meleagris gallopavo,project_echo_birdclef__XC320490_seg0.wav,False,
meleagris gallopavo,project_echo_birdclef__XC561706_seg92.wav,False,
rhipidura leucophrys,project_echo_bucket_3__region_68.050-69.600.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_52.500-54.500.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_82.100-84.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_1.400-2.700.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_33.100-35.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_36.500-38.500.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_174.400-176.400.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_22.950-24.950.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_26.050-28.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_84.100-86.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_55.700-57.200.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_233.200-235.200.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_87.400-89.350.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_54.800-56.300.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_50.850-51.900.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_13.850-15.750.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_13.150-15.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_112.350-114.350.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_32.050-33.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_33.500-35.500.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_4.600-5.750.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_102.200-104.200.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_49.800-51.250.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_100.250-102.000.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_12.000-14.000.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_17.100-19.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_9.450-11.450.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_39.050-41.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_11.200-12.500.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_64.000-66.000.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_0.350-2.350.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_29.750-31.750.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_64.100-66.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_16.800-18.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_77.600-79.200.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_36.300-37.650.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_4.300-6.300.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_85.850-87.850.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_138.500-140.500.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_114.100-116.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_6.400-7.800.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_156.050-158.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_8.300-10.300.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_56.750-58.200.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_75.650-77.650.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_236.300-238.300.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_73.050-74.650.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_10.300-12.300.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_6.000-8.000.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_43.750-45.150.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_40.050-42.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_26.150-28.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_89.850-91.850.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_65.450-67.400.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_105.950-107.200.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_116.400-117.800.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_4.400-6.400.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_37.950-39.950.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_16.550-18.300.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_68.050-69.600.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_161.750-163.600.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_0.250-1.737.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_81.900-83.900.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_172.150-174.150.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_117.000-118.800.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_93.300-95.150.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_88.250-90.000.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_33.100-35.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_14.200-16.200.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_4.350-5.350.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_4.550-6.550.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_41.800-43.800.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_29.500-31.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_0.750-2.750.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_120.050-122.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_150.750-152.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_86.050-88.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_76.100-78.100.mp3,False,
rhipidura leucophrys,project_echo_bucket_3__region_160.050-162.050.mp3,False,
rhipidura leucophrys,project_echo_bucket_2__region_104.200-105.300.mp3,False,
