species_name,speed_kmh,location_lat,location_lon,audio_filename
Acanthiza nana,34.33,-38.4983,143.3928,region_0.700-2.250.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_1.850-3.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_10.200-12.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_10.450-12.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_109.400-111.400.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_11.000-12.600.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_11.400-13.400.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_11.550-13.550.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_113.150-114.650.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_12.450-14.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_12.500-14.500.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_13.000-15.000.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_13.200-14.700.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_13.400-15.350.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_13.400-15.400.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_14.050-16.050.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_14.350-15.837.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_14.450-16.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_14.500-16.500.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_14.550-16.550.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_14.750-16.050.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_15.400-16.050.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_16.400-16.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_16.450-18.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_16.500-18.500.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_16.600-18.600.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_16.850-18.850.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_17.050-18.600.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_17.250-17.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_18.450-19.000.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_18.500-19.050.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_18.500-19.700.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_18.850-20.700.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_19.300-21.300.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_2.100-3.550.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_2.200-4.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_2.400-3.300.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_2.600-4.600.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_20.150-22.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_21.300-23.300.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_22.000-24.000.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_22.150-24.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_22.500-24.500.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_23.300-25.300.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_23.900-25.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_24.150-26.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_24.500-25.500.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_24.750-26.750.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_25.300-27.300.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_26.150-28.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_26.350-28.350.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_26.400-28.400.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_27.300-29.300.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_28.150-30.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_28.350-30.350.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_28.400-30.400.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_29.250-31.250.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_29.300-30.750.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_3.050-4.250.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_3.650-4.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_30.150-32.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_30.350-31.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_30.800-32.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_31.250-31.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_31.950-33.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_32.150-33.300.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_33.900-35.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_33.950-35.050.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_35.200-36.400.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_35.900-37.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_36.350-38.350.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_36.800-38.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_37.200-38.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_37.900-39.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_39.600-40.700.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_4.050-6.050.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_4.200-6.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_4.600-6.600.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_4.900-6.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_41.700-42.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_41.800-43.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_42.600-44.600.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_43.800-45.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_44.600-45.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_45.800-47.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_46.350-48.350.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_47.800-49.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_49.800-51.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_49.950-51.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_5.300-6.850.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_5.350-6.650.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_5.450-7.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_5.700-7.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_51.800-53.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_51.950-52.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_53.700-54.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_53.800-55.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_55.300-56.000.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_55.800-57.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_56.150-58.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_57.800-59.800.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_58.150-60.000.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_6.200-8.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_6.600-7.850.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_60.300-60.850.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_61.950-63.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_63.950-65.950.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_65.950-67.750.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_7.050-8.250.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_7.100-9.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_7.450-8.500.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_71.100-73.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_73.100-75.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_75.100-77.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_76.150-78.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_77.100-77.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_78.150-80.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_78.650-80.400.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_79.750-81.750.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_8.050-10.050.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_8.200-10.200.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_8.200-9.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_8.450-10.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_8.500-10.500.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_8.700-10.550.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_80.150-82.150.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_82.850-84.650.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_83.550-85.250.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_86.600-88.600.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_87.900-89.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_88.600-89.450.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_9.100-11.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_9.550-10.750.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_9.550-11.100.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_91.900-93.900.npy
Acanthiza nana,34.33,-38.4983,143.3928,region_93.900-95.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.050-2.050.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.150-2.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.350-2.350.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.500-1.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.650-2.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.750-2.750.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.800-2.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_0.900-2.900.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_1.200-2.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_1.650-3.550.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_1.900-3.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_1.950-3.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_10.000-12.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_10.050-12.050.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_10.150-12.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_10.500-12.300.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_10.700-12.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_10.800-12.300.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_102.000-104.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_103.500-105.350.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_103.800-105.800.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_104.350-106.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_106.000-108.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_107.900-109.900.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_108.000-110.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_109.650-111.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_109.850-111.850.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_109.900-111.900.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_11.350-13.350.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_11.400-13.400.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_11.500-13.500.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_11.600-13.600.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_110.000-112.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_116.000-118.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_118.000-119.501.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_119.200-121.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_119.700-121.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_12.000-14.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_12.150-14.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_12.300-14.300.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_12.700-13.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_12.850-14.600.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_126.650-128.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_128.800-130.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_13.150-13.900.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_13.200-15.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_13.300-14.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_13.400-14.400.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_13.450-15.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_13.800-15.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_13.950-15.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_130.900-132.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_132.350-134.350.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_134.750-136.750.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_136.250-137.800.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_139.950-141.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_14.000-15.869.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_14.050-15.047.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_14.150-16.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_14.450-16.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_14.550-16.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_14.700-16.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_147.050-149.050.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_15.000-16.541.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_15.700-17.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_151.050-153.050.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_153.600-155.600.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_159.750-161.750.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_16.250-17.772.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_16.250-18.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_16.400-17.500.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_16.450-18.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_160.100-161.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_17.450-18.750.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_17.500-18.850.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_171.400-173.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_173.850-175.050.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_18.500-20.500.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_18.650-20.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_18.700-20.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_189.800-191.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_19.350-21.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_198.550-199.900.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.100-3.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.100-3.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.100-4.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.150-4.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.500-4.500.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.550-4.550.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.650-3.700.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_2.650-4.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_20.100-22.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_20.150-20.850.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_20.250-22.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_21.150-22.800.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_22.100-24.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_22.250-24.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_23.300-24.900.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_23.950-25.400.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_24.100-26.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_24.150-26.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_25.000-27.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_25.400-27.400.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_25.800-27.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_26.250-28.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_28.000-30.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_28.100-30.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_28.150-30.150.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_28.950-30.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_29.200-30.800.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_29.450-31.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_29.650-31.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_29.750-31.750.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_3.000-4.300.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_3.000-5.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_3.400-4.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_3.550-5.550.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_3.950-4.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_30.100-32.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_30.250-32.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_30.300-31.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_30.850-32.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_31.050-31.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_31.050-33.050.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_31.450-33.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_33.100-34.350.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_33.200-35.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_33.450-35.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_33.750-35.750.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_34.450-35.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_34.550-36.550.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_35.050-35.850.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_35.100-37.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_35.200-37.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_35.450-37.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_36.000-38.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_36.500-38.500.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_37.200-39.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_37.950-39.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_38.000-40.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_38.700-40.250.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_39.200-41.200.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_39.650-41.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_39.950-41.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_4.000-6.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_4.100-6.100.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_4.650-6.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_41.450-43.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_41.500-42.800.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_41.550-43.550.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_41.950-43.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_43.450-44.650.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_43.450-45.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_43.550-45.550.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_43.900-45.500.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_43.950-45.950.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_44.000-46.000.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_44.200-45.450.npy
Acanthiza pusilla,30.64,-38.3336,143.8638,region_44.700-46.700.npy
